policy_id,customer_id,agent_id,product_id,effective_date,term_years,expiration_date,canceled_flag,status,annual_premium_usd,deductible_usd,life_face_amount_usd,life_insured_age
1813,75,18,1,2020-05-01,1,2021-05-01,False,expired,466.04,325,,
1814,60,18,1,2007-08-23,2,2009-08-22,False,expired,4757.59,1153,,
1815,351,6,1,2011-01-05,2,2013-01-04,False,expired,783.97,1143,,
1816,407,5,2,2013-03-29,2,2015-03-29,False,expired,1218.82,1000,,
1817,30,25,4,2018-09-20,2,2020-09-19,False,expired,574.44,1013,,
1818,325,18,3,2009-07-08,1,2010-07-08,False,expired,449.94,486,,
1819,356,7,1,2018-06-18,1,2019-06-18,False,expired,621.87,840,,
1820,62,36,2,2017-01-06,1,2018-01-06,False,expired,2140.53,969,,
1821,190,2,2,2009-11-28,1,2010-11-28,True,expired,2350.91,1738,,
1822,208,32,2,2021-02-28,2,2023-02-28,False,expired,2074.25,2474,,
1823,99,4,2,2017-06-06,2,2019-06-06,False,expired,495.43,958,,
1824,163,38,4,2021-02-06,1,2022-02-06,False,expired,1347.84,499,,
1825,105,26,1,2015-07-19,2,2017-07-18,False,expired,916.81,1124,,
1826,430,24,3,2007-05-09,1,2008-05-08,False,expired,306.52,265,,
1827,138,25,1,2008-02-20,2,2010-02-19,False,expired,1404.9,849,,
1828,188,28,1,2021-12-31,3,2024-12-30,False,expired,17.56,1090,,
1829,462,18,3,2023-03-06,1,2024-03-05,False,expired,316.72,499,,
1830,325,25,2,2010-07-04,1,2011-07-04,False,expired,50569.26,806,,
1831,401,37,2,2009-11-13,1,2010-11-13,False,expired,115.68,1432,,
1832,495,32,2,2010-08-20,2,2012-08-19,False,expired,651.38,1519,,
1833,492,29,1,2023-03-07,3,2026-03-06,False,active,1067.5,653,,
1834,52,3,2,2023-01-30,2,2025-01-29,False,expired,959.52,1754,,
1835,263,3,2,2021-01-06,1,2022-01-06,False,expired,7600.32,2141,,
1836,160,15,1,2023-06-18,1,2024-06-17,False,expired,361.84,1066,,
1837,183,16,2,2017-12-27,1,2018-12-27,False,expired,432.27,2241,,
1838,86,20,1,2016-05-17,1,2017-05-17,False,expired,462.68,690,,
1839,55,23,2,2011-12-23,1,2012-12-22,True,expired,3857.26,2338,,
1840,261,11,2,2021-01-29,4,2025-01-28,False,expired,2276.36,2063,,
1841,311,6,1,2014-07-14,2,2016-07-13,False,expired,34.76,943,,
1842,223,35,1,2013-12-30,1,2014-12-30,False,expired,2369.72,491,,
1843,278,20,2,2011-05-09,2,2013-05-08,False,expired,2963.64,862,,
1844,418,24,4,2008-05-29,1,2009-05-29,False,expired,23779.28,1135,,
1845,482,36,1,2016-11-02,2,2018-11-02,False,expired,771.8,1058,,
1846,330,30,1,2005-11-25,1,2006-11-25,False,expired,1811.16,690,,
1847,151,32,2,2021-07-11,1,2022-07-11,False,expired,3286.2,1700,,
1848,419,9,3,2007-08-02,1,2008-08-01,False,expired,221.61,361,,
1849,103,31,3,2007-05-28,3,2010-05-27,False,expired,390.9,617,,
1850,84,27,3,2023-06-18,2,2025-06-17,False,expired,224.68,156,,
1851,439,35,2,2019-10-12,1,2020-10-11,False,expired,202.81,2469,,
1852,273,35,1,2017-09-02,1,2018-09-02,False,expired,4136.18,989,,
1853,241,4,1,2017-03-30,5,2022-03-29,False,expired,997.93,703,,
1854,365,22,4,2007-07-22,1,2008-07-21,False,expired,218.64,585,,
1855,415,32,3,2021-11-14,1,2022-11-14,False,expired,32.58,574,,
1856,414,23,1,2017-05-23,1,2018-05-23,False,expired,1360.55,967,,
1857,21,38,3,2018-09-13,1,2019-09-13,True,expired,1140.94,571,,
1858,466,39,2,2013-08-10,1,2014-08-10,False,expired,2038.16,701,,
1859,168,37,2,2015-02-06,3,2018-02-05,False,expired,145.58,2406,,
1860,157,9,3,2005-12-12,1,2006-12-12,False,expired,2438.78,421,,
1861,161,21,2,2021-12-18,1,2022-12-18,False,expired,19072.12,1358,,
1862,59,14,2,2018-10-30,3,2021-10-29,False,expired,4263.83,1287,,
1863,375,24,2,2011-10-04,1,2012-10-03,False,expired,3324.72,1005,,
1864,96,39,3,2012-03-29,3,2015-03-29,False,expired,353.3,179,,
1865,210,37,3,2015-04-09,1,2016-04-08,True,expired,458.28,222,,
1866,482,36,2,2013-09-19,1,2014-09-19,False,expired,723.77,1973,,
1867,126,19,1,2012-03-16,3,2015-03-16,False,expired,2694.21,504,,
1868,410,25,2,2014-01-28,1,2015-01-28,False,expired,512.38,2075,,
1869,254,0,1,2012-03-29,1,2013-03-29,False,expired,10668.45,1001,,
1870,94,1,2,2015-01-04,1,2016-01-04,False,expired,930.71,679,,
1871,109,29,3,2020-01-14,2,2022-01-13,False,expired,415.92,436,,
1872,466,15,3,2015-06-26,2,2017-06-25,False,expired,26.72,263,,
1873,162,8,2,2006-01-18,3,2009-01-17,False,expired,257.2,2123,,
1874,276,5,1,2023-12-12,1,2024-12-11,False,expired,647.46,1078,,
1875,497,0,3,2015-12-20,3,2018-12-19,True,expired,204.94,211,,
1876,147,2,3,2025-05-01,3,2028-04-30,False,active,957.71,393,,
1877,327,7,2,2012-06-18,1,2013-06-18,False,expired,10381.08,1357,,
1878,228,35,2,2013-05-01,1,2014-05-01,False,expired,5702.31,1456,,
1879,153,2,2,2016-02-21,2,2018-02-20,False,expired,8053.32,970,,
1880,325,2,2,2011-07-04,1,2012-07-03,False,expired,254.9,822,,
1881,84,10,2,2007-11-06,3,2010-11-05,False,expired,1044.25,1446,,
1882,383,14,2,2013-07-05,1,2014-07-05,False,expired,717.15,624,,
1883,165,18,2,2020-01-17,1,2021-01-16,False,expired,10186.56,1438,,
1884,34,20,3,2022-02-21,1,2023-02-21,False,expired,146.53,527,,
1885,36,33,1,2019-05-17,1,2020-05-16,False,expired,6769.51,825,,
1886,192,39,3,2019-03-24,3,2022-03-23,False,expired,355.66,276,,
1887,401,0,3,2020-07-21,1,2021-07-21,True,expired,1135.58,577,,
1888,473,8,1,2021-06-27,4,2025-06-26,False,expired,10064.24,331,,
1889,487,30,1,2009-10-27,1,2010-10-27,False,expired,4045.9,1024,,
1890,209,22,1,2009-02-17,1,2010-02-17,False,expired,127.48,759,,
1891,216,29,2,2008-02-26,1,2009-02-25,False,expired,4212.18,1651,,
1892,267,8,1,2015-05-29,1,2016-05-28,False,expired,1431.43,595,,
1893,148,28,3,2021-08-04,1,2022-08-04,False,expired,682.18,526,,
1894,451,13,2,2008-03-27,1,2009-03-27,False,expired,5582.86,2167,,
1895,14,25,1,2021-08-16,2,2023-08-16,False,expired,1944.7,646,,
1896,426,17,1,2011-05-22,2,2013-05-21,False,expired,2869.35,1056,,
1897,434,11,3,2006-08-07,3,2009-08-06,False,expired,120.41,418,,
1898,175,0,2,2011-01-29,2,2013-01-28,False,expired,279.29,2247,,
1899,148,39,2,2011-12-11,3,2014-12-10,True,expired,1078.43,1556,,
1900,425,35,3,2009-08-25,2,2011-08-25,False,expired,216.99,273,,
1901,88,33,2,2021-12-07,2,2023-12-07,False,expired,893.55,1712,,
1902,111,37,2,2018-03-31,1,2019-03-31,False,expired,7669.62,836,,
1903,239,3,1,2017-11-06,1,2018-11-06,False,expired,286.48,469,,
1904,279,35,2,2010-01-09,1,2011-01-09,False,expired,30796.85,1247,,
1905,411,37,1,2007-09-26,1,2008-09-25,False,expired,856.95,872,,
1906,94,1,3,2014-03-09,2,2016-03-08,False,expired,288.3,414,,
1907,488,0,1,2017-10-07,1,2018-10-07,True,expired,887.88,1194,,
1908,57,19,2,2009-03-08,2,2011-03-08,False,expired,999.5,659,,
1909,134,12,2,2010-01-29,2,2012-01-29,False,expired,616.2,2268,,
1910,499,17,2,2020-03-27,1,2021-03-27,False,expired,600.67,633,,
1911,381,33,1,2017-04-11,3,2020-04-10,False,expired,1767.01,301,,
1912,356,22,4,2011-10-10,3,2014-10-09,False,expired,2129.13,350,,
1913,231,21,1,2006-02-02,2,2008-02-02,False,expired,614.19,901,,
1914,106,17,1,2010-09-15,2,2012-09-14,False,expired,1130.05,1119,,
1915,162,35,2,2025-06-22,1,2026-06-22,True,expired,682.78,863,,
1916,426,23,2,2025-07-09,2,2027-07-09,True,expired,638.69,1243,,
1917,283,34,1,2009-04-20,2,2011-04-20,False,expired,257.24,653,,
1918,351,39,2,2022-03-06,1,2023-03-06,False,expired,1573.5,995,,
1919,97,27,1,2018-11-12,3,2021-11-11,True,expired,744.03,695,,
1920,361,2,1,2006-11-25,2,2008-11-24,False,expired,267.98,444,,
1921,413,27,2,2007-05-13,2,2009-05-12,False,expired,8420.64,1420,,
1922,33,36,3,2011-01-22,3,2014-01-21,False,expired,2166.46,429,,
1923,446,4,3,2010-07-07,2,2012-07-06,False,expired,103.78,442,,
1924,340,16,1,2019-10-24,1,2020-10-23,False,expired,392.91,545,,
1925,384,3,1,2019-04-22,1,2020-04-21,False,expired,2040.72,470,,
1926,432,13,3,2022-09-25,4,2026-09-24,False,active,579.43,274,,
1927,446,35,3,2024-02-02,2,2026-02-01,False,active,171.84,247,,
1928,12,31,1,2015-07-14,1,2016-07-13,False,expired,1193.56,787,,
1929,413,9,1,2021-09-16,1,2022-09-16,False,expired,1140.67,663,,
1930,494,15,1,2020-10-07,1,2021-10-07,False,expired,274.6,902,,
1931,426,10,1,2012-02-02,2,2014-02-01,False,expired,295.46,443,,
1932,77,21,1,2011-01-05,3,2014-01-04,False,expired,100.84,680,,
1933,21,39,2,2006-04-24,3,2009-04-23,False,expired,1435.96,2062,,
1934,151,2,3,2018-08-13,1,2019-08-13,False,expired,114.82,332,,
1935,274,22,2,2016-01-10,1,2017-01-09,False,expired,153.16,1890,,
1936,465,32,3,2007-11-26,1,2008-11-25,False,expired,78.22,510,,
1937,342,36,2,2014-05-15,1,2015-05-15,False,expired,229.33,1733,,
1938,227,6,2,2017-04-16,2,2019-04-16,False,expired,772.2,2486,,
1939,235,0,2,2018-07-08,1,2019-07-08,False,expired,3961.73,1775,,
1940,80,14,3,2022-08-26,1,2023-08-26,False,expired,11476.78,444,,
1941,72,26,3,2017-07-08,2,2019-07-08,False,expired,285.09,326,,
1942,314,39,1,2024-04-30,2,2026-04-30,False,active,541.44,888,,
1943,226,34,2,2014-12-18,2,2016-12-17,False,expired,2010.43,2037,,
1944,96,8,3,2005-12-28,1,2006-12-28,False,expired,824.28,431,,
1945,450,22,3,2007-05-31,1,2008-05-30,False,expired,560.09,617,,
1946,31,33,1,2021-11-26,2,2023-11-26,False,expired,452.44,1077,,
1947,403,24,1,2009-03-06,1,2010-03-06,False,expired,27225.48,388,,
1948,52,25,3,2019-12-07,3,2022-12-06,False,expired,1247.02,524,,
1949,486,19,2,2020-08-18,3,2023-08-18,True,expired,16007.44,1340,,
1950,326,4,1,2023-03-23,2,2025-03-22,False,expired,23382.77,1240,,
1951,300,18,3,2014-08-23,1,2015-08-23,False,expired,586.09,364,,
1952,323,1,1,2013-04-08,2,2015-04-08,True,expired,156.91,1114,,
1953,359,7,2,2016-05-29,1,2017-05-29,False,expired,1708.22,603,,
1954,230,38,2,2025-05-03,2,2027-05-03,False,active,1309.96,1011,,
1955,315,15,1,2011-03-08,1,2012-03-07,False,expired,669.71,1155,,
1956,471,34,1,2005-10-15,1,2006-10-15,False,expired,1960.36,344,,
1957,409,22,2,2021-01-28,1,2022-01-28,False,expired,1064.79,826,,
1958,374,1,1,2008-09-03,2,2010-09-03,False,expired,12699.19,579,,
1959,43,21,4,2022-01-18,1,2023-01-18,False,expired,224.46,618,,
1960,49,25,1,2017-11-08,1,2018-11-08,False,expired,4810.56,735,,
1961,187,3,1,2023-11-17,1,2024-11-16,False,expired,13234.71,682,,
1962,205,21,2,2022-07-19,1,2023-07-19,False,expired,248.04,2111,,
1963,255,11,2,2019-06-21,1,2020-06-20,False,expired,5094.42,1835,,
1964,287,22,1,2010-09-13,1,2011-09-13,False,expired,499.12,370,,
1965,140,35,4,2014-08-06,2,2016-08-05,False,expired,528.96,339,,
1966,79,7,2,2007-08-02,2,2009-08-01,False,expired,86.21,717,,
1967,438,12,2,2019-01-12,2,2021-01-11,False,expired,576.37,2319,,
1968,255,18,2,2024-08-30,3,2027-08-30,False,active,328.71,1843,,
1969,306,29,2,2015-09-24,2,2017-09-23,False,expired,1402.82,1633,,
1970,459,2,3,2008-09-09,1,2009-09-09,False,expired,3200.23,431,,
1971,382,12,1,2010-09-20,1,2011-09-20,False,expired,865.95,1003,,
1972,410,31,2,2006-07-25,1,2007-07-25,False,expired,15530.7,1962,,
1973,120,39,2,2016-12-16,1,2017-12-16,False,expired,5620.98,1128,,
1974,393,24,2,2007-11-26,2,2009-11-25,False,expired,2600.16,1163,,
1975,341,18,1,2015-06-16,1,2016-06-15,False,expired,1495.77,885,,
1976,438,18,2,2013-08-18,1,2014-08-18,True,expired,85.97,2204,,
1977,445,2,3,2018-05-29,1,2019-05-29,False,expired,299.81,602,,
1978,59,12,2,2018-05-14,2,2020-05-13,False,expired,1775.7,2329,,
1979,277,37,1,2019-08-21,3,2022-08-20,False,expired,591.47,774,,
1980,400,30,1,2007-03-08,1,2008-03-07,False,expired,463.26,338,,
1981,291,2,2,2024-10-26,1,2025-10-26,False,active,1381.68,1040,,
1982,484,37,2,2007-11-18,1,2008-11-17,False,expired,15186.6,809,,
1983,493,28,2,2024-10-10,1,2025-10-10,False,active,10849.29,2253,,
1984,462,24,1,2013-06-05,1,2014-06-05,False,expired,7263.72,403,,
1985,115,33,1,2006-11-21,3,2009-11-20,False,expired,2313.85,402,,
1986,266,21,2,2024-09-15,2,2026-09-15,False,active,471.68,2038,,
1987,175,35,2,2020-02-08,1,2021-02-07,False,expired,2165.13,1636,,
1988,303,35,3,2008-12-09,1,2009-12-09,False,expired,191.81,205,,
1989,488,37,2,2007-07-30,2,2009-07-29,False,expired,3124.18,1771,,
1990,468,35,3,2016-02-15,1,2017-02-14,False,expired,113.19,543,,
1991,452,37,1,2021-11-03,3,2024-11-02,False,expired,2407.81,471,,
1992,244,8,1,2020-07-23,2,2022-07-23,False,expired,127.92,909,,
1993,320,39,1,2010-09-05,2,2012-09-04,False,expired,3047.36,638,,
1994,10,7,3,2024-12-16,2,2026-12-16,False,active,389.97,493,,
1995,13,27,1,2011-02-15,2,2013-02-14,False,expired,409.59,1189,,
1996,370,15,2,2020-04-03,1,2021-04-03,False,expired,231.67,1364,,
1997,190,35,3,2019-02-21,2,2021-02-20,False,expired,445.65,217,,
1998,101,17,2,2014-08-09,1,2015-08-09,False,expired,23801.19,1917,,
1999,70,12,2,2025-03-30,1,2026-03-30,False,active,935.79,1355,,
